No,Link,Keywords
1476,http://www.stopabully.ca/,"stop a bully, bullying, canada, helpline, statistics, school, canadian anti bullying program, report online, safe, anonymous, report, cyber bullying, harassment, videos, pink shirts, pink wrist campaign"
1477,http://www.capecodhiphop.com/,"dance academy, west barnstable, ma"
1478,http://www.belvedere-cartoons.com/,"Belvedere cartoons, dog cartoon, dog cartoons, cartoons in your email, sign up, funny dog, George Crenshaw, Belvedere "
1479,http://www.hunkinsexperiments.com/,No keyword given
1480,http://www.imdb.com/title/tt0096438/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1481,http://imdb.com/title/tt0120595/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1482,http://imdb.com/title/tt0198781/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1483,http://www.imdb.com/title/tt0108598/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1484,http://www.imdb.com/title/tt0112431/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1485,http://imdb.com/title/tt0179955/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1486,http://www.imdb.com/title/tt0104361/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1487,http://www.imdb.com/title/tt0112691/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1488,http://www.imdb.com/title/tt0107688/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1489,http://www.imdb.com/title/tt0361089/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1490,http://www.imdb.com/title/tt0032455/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1491,http://www.imdb.com/title/tt0312004/,"Reviews, Showtimes, DVDs, Photos, Message Boards, User Ratings, Synopsis, Trailers, Credits"
1492,http://www.earthsendangered.com/,"endangered animals, animal species, species animals, animals species, worldwide endangered species list, world-wide endangered species list, endangered animals, endangered animal list, list of all endangered species, list of all endangered animals, educational tools for kids, web sites for kids, endangered species profiles, endangered animal profiles, endangered species facts, endangered animal facts, facts about endangered creatures, world-wide list of endangered species, science teacher resources online, student resources online, science classroom resources online, online resources for science classes, biology resources online, animal profiles online, animal facts, Cherie Glenn, Ocean, endangered, specie, species, extinction, protected, conservation efforts , endangered species programs, organization, lists of endangered species, animal, mammal, endangered mammals, eagle, bear, wolf, eagles, bears, wolves, dog, cat, horse, dogs, cats, horses, bird, birds, reptile, endangered reptiles, insect, jaguars, jaguar, IUCN, US FWS, Fish and Wildlife service, species of animals, Mediterranean Monk Seal, crustaceans, asian golden cat, african wild ass, haryp eagle, eagles, bald eagle, fish eagle, madagascar, brown bear, insects, whale, whales, dolphin, dolphins, protected species, endangered species act, law, regulation, wild, act, united states, world, panda, pandas, koala, rain forest, forests, endangered wildlife, preserve, baby, babies, shark, sharks, conservation, hawks, falcons, amphibians, lions, lion, ecology, turtle, turtles, sea, land, air, leatherback, asiatic lion, ocelot, jaguarundi, gray wolf, grey wolf, florida panther, panter, manatee, addax, argali, steller sea-lion, sea lions, sealions, sealion,  behavior, threatened, international, tiger, tigers, exploration, america, California, south west, neglected, nature, elephant, elephants, Florida, Everglades, rarest, vanishing, spotted owl, owls, Africa, desert, ocean, creatures, wetlands, gorilla, gorillas, Alaska, Hawaii, California, Oregon, Washington, Idaho, Nevada, Arizona, Utah, Montana, Wyoming, Colorado, New Mexico, Texas, Oklahoma, Kansas, Nebraska, South Dakota, North Dakota, Minnesota, Iowa, Missouri, Arkansas, Louisiana, Mississippi, Alabama, Georgia, Florida, South Carolina, North Carolina, Tennessee, Kentucky, Illinois, Wisconsin, Michigan, Indiana, Ohio, West Virginia, Virginia, Maryland, Delaware, Pennsylvania, New Jersey, New York, Connecticut, Rhode Island, Massachusetts, Vermont, New Hampshire, Maine, endangered, Blue Whale, Blue Whales, Aye-aye, Bengal, Sumatran, animle, habitat, organizations, Endangered Specie, Endangered specie, Endangered Species, Endangered, Specie, Species, Endangered Animals, Endangered Plants, Rare, Extinction, Protected, Conservation, Programs, Organizations, Lists, Animals, Mammal, Mammals, Eagle, Bear, Worf, Eagles, Bears, Wolves, Dog, Cat, Horse, Dogs, Cats, Horses, Bird, Birds, Reptile, Reptiles, Insect, Insects, Whale, Whales, Dolphin, Dolphins, Protected, Law, Regulation, Wild, Act, United States, World, Panda, Pandas, Koala, Rain Forest, Forests, Wildlife, Preserve, Baby, Babies, Shark, Sharks, Conservation, Hawks, Falcons, Amphibians, Lions, Lion, Southwest, Neglected Nature, Elephant, Elephants, Rhino, rhino, Sea, Land, Air, Behavior, Behaviour, Threatened, International, Tiger, Tigers, Exploration, America, Everglades, Rarest, Vanishing, Owls, Africa, Desert, Deserts, Wetlands, Gorilla, Gorillas, video, videos"
1493,http://www.hbschool.com/activity/cavepaintings/cavepaintings.html,No keyword given
1494,http://www.imagitek.com/xmas/crafts/,No keyword given
1495,http://www.centralmarylandyouthballet.com/,No keyword given
1496,http://www.cuatkaraoke.websyte.com.au/,No keyword given
1497,http://dancedreamstudios.com/,No keyword given
1498,http://dancewithadc.com/,"dance studio east longmeadow,dance classes near me,dance studio near me,ballet school,contemporary dance,dance near me,dance conservatory, ballet school,contemporary dance school,dance studio enfield ct,dance studio springfield ma"
1499,http://www.mariapriadkaschoolofdance.com/,No keyword given
1500,http://www.dance-dimensions.net/,No keyword given
1501,http://www.dancecompanymarion.com/,No keyword given
1502,http://www.fadstudio.com.au/,"brisbane dance, cheerleading brisbane, dance classes, dance school, learn to dance, dance schools brisbane, hip hop classes brisbane"
1503,http://www.allisondarlingdancers.ca/,No keyword given
1505,http://www.contestcen.com/classic.htm,"puzzle, riddle, brainteaser,
      logic, math, mathematics, mathematical problems, teaching mathematics,
      game, hobby, recreation, entertainment, leisure, fun"
1506,http://www.classicsforkids.com/,No keyword given
1507,http://www.ecs.csun.edu/~shustov/ShakeZone.htm,"earthquake, protection, testing, building, model"
1508,http://www.myrmecos.net/,No keyword given
1509,http://www.wmnh.com/wmbam000.htm,No keyword given
1510,http://www.bgcirc.org/,No keyword given
1511,http://www.rkycamp.org/,"eastern ontario, outdoor centre, rky camp, summer overnight camp, teen"
1512,http://www.cincinnatichildrens.org/patients/child/health/,No keyword given
1513,http://gamemechanicexplorer.com/,No keyword given
1514,http://www.harmsy.freeuk.com/opticalillusions.html,"optical illusions, blind spot, blindspot, persistence, vision, persistance, eye, eyes, interpolation, teasers, puzzles, illuson, art, brain, stereograms, funny, mind, visual, pictures, optics, optical, fun, games, trompe loeil, tricks, cool"
1515,http://www.angelfire.com/hi3/poetryoflife/,No keyword given
1516,http://amazing-space.stsci.edu/,No keyword given
1517,http://www.members.tripod.com/mysticalknowledge/,No keyword given
1518,http://tpwd.texas.gov/huntwild/wild/species/amperegrine/,Texas wildlife facts fact sheets wild animals mammals birds fish native plants reptiles amphibians
1519,http://www.allthesky.com/constellations/const.html,No keyword given
1520,http://www5.pbrc.hawaii.edu/microangela/,"SEM, scanning electron microscope,

         insects, GIF animations, biology, science, digital color, 

         electron microscope, biological electron microscope facility, 

         transmission electron microscope, electron, microscope, microscopes,

        microangela, microscopy, scanning electron microscopy,

         tina, colorized images, weatherby, carvalho, hawaii"
1521,http://www.jm-hohenems.at/,No keyword given
1523,http://hillsdistrictpcyc.weebly.com/,No keyword given
1525,http://www.cs.cmu.edu/afs/cs/user/rgs/mosaic/alice-table.html,No keyword given
1526,http://www.defenders.org/burrowing-owl/basic-facts,No keyword given
1527,http://www.weatherquestions.com/,No keyword given
1528,http://www.digitalmediaacademy.org/,No keyword given
1529,http://www.moc.noaa.gov/rb/,No keyword given
1530,http://www.angelfire.com/realm2/sailor_mercury/,No keyword given
1531,http://the_dinosauria.tripod.com/deinonychus.html,No keyword given
1532,http://www.peterfewingsoccercamp.com/,"Soccer camps, summer soccer camp, Peter Fewing Soccer Camp, Peter Fewing"
1533,http://www.nhm.ac.uk/discover/dino-directory/iguanodon.html,
1534,http://www.nhm.ac.uk/discover/dino-directory/deinonychus.html,
1535,http://www.henrylim.org/Stegosaurus.html,No keyword given
1536,http://www.angelfire.com/yt3/helloimages/," hello images, Hello Kitty, Mimmy, Purin, Landry, Sanrio, Hello Kitty images, Mimmy images, Purin images, Landry images, Sanrio images, Hello Kitty pictures, Mimmy pictures, Purin pictures, Landry pictures, Sanrio pictures, Hello Kitty desktops, Mimmy desktops, Purin desktops, Landry desktops, Sanrio desktops"
1537,http://s9.com/,No keyword given
1538,http://www.nhm.ac.uk/discover/dino-directory/triceratops.html,
1539,http://www3.sympatico.ca/dinoguy/tyrannosaurus.html,No keyword given
1540,http://www.angelfire.com/art/SameOldMe/,No keyword given
1541,http://polarbearband.tripod.com/,No keyword given
1542,http://www.sciencemadesimple.com/,"science fair projects, science projects, science fair topics, ideas, science experiments, scientific method, science articles, high school, middle school, elementary"
1543,https://sites.google.com/site/deweybrowse/,No keyword given
1544,http://www.weatherwizkids.com/weather-hurricane.htm,No keyword given
1545,http://contemporarydanceacademy.com/,No keyword given
1546,http://en.wikipedia.org/wiki/2004_Indian_Ocean_earthquake,No keyword given
1547,http://www.freemagictricks4u.com/magic-tricks-for-kids.html,magic tricks for kids
1548,http://www.feetfirstdance.com/,No keyword given
1549,http://www.cancer.gov/cancertopics,No keyword given
1550,http://dance-twirlmn.com/,"dance studio,eagan dance,minneapolis dance lessons,minneapolis dance studio,minneapolis classes for kids,kids dance Minneapolis,baton twirling,dance lessons,baton lessons minneapolis"
1551,http://expressionsdancecompany.ca/,No keyword given
1552,http://www.twinkledance.com/,No keyword given
1553,http://www.clubhouseacademy.com/,No keyword given
1554,http://www.dancestar.net.au/,No keyword given
1555,http://www.universitycenterfortheperformingarts.com/,No keyword given
1556,http://www.bonniehaneydance.com/,"ballroom dance, fargo ballet, ballroom dance lessons, hip hop classes, nd dance classes, dance, fargo dance lessons, bonnie haney dance, fargo dance studios, jazz dance, zumba, dance classes, dance studio, dancing, hip hop, fargo nd, salsa, moorhead mn, ballet, cha cha, swing dance, dance wear, dance lessons, rumba, dance school, fargo dance school, ballet dance, tap dancing, pilates, modern dance"
1557,http://www.monicasdanzgym.com/,No keyword given
1558,http://www.danceconnex.com/,No keyword given
1559,http://www.studioviallc.com/,"brookfield dance, brookfield studio via, dance, studio via, studio via school of dance, wisconsin dance"
1560,http://www.dancetracksllc.com/,No keyword given
1562,http://danceinstitute.com/,No keyword given
1563,http://www.redshoedance.com/,"Best, Top, Dance, School, Hong Kong, Jazz, Ballet, Hip Hop CBest, Dance, School, Hong Kong, Jazz, Ballet, Musical Theatre, Hip Hop, Contemporary, Lycal Theatre, Hip Hop, Contemporary, Lyrical, Break Dance, Children, Toddlers"
1564,http://www.janicesdanceworks.com/,No keyword given
1565,http://www.dancebluemoon.com/,No keyword given
1566,http://www.babylonschoolofdance.com/,No keyword given
1567,http://legacydancecenter.com/,No keyword given
1568,http://www.goccdc.com/,"Capital City Dance Center, dance, Iowa, Des Moines, 
Urbandale, Ballet, Pointe, Tap, dance studio, IA, Des Moines, Central Iowa"
1569,http://www.dancestarsacademy.com/,No keyword given
1570,http://www.desertedgedance.com/,No keyword given
1571,http://www.wasatchartscenter.com/,No keyword given
1572,http://www.downtowndancefactory.com/,Ovaltwo
1573,http://www.eteamz.com/destinedtodance/,No keyword given
1574,http://www.stepbystepdanceacademy.org/,"Dance, Ballet, Tap, Jazz, Pointe, Dancers, Children, Parties, School, Fun, Exercise, Shelton Dance Studio, Dance Studio, Dance Teacher, Dance Class, Shelton Dance Classes"
1575,http://ccofdance.com/,No keyword given
1577,http://michaelminn.net/andros/,Andros on Ballet
1578,http://www.war-eagles-air-museum.com/,"war eagles, air museum, war eagles air museum, aviation history, warbirds, wwii, fighter planes, museums, aviation museums, P-51, mustang, P-38, historical, New Mexico"
1579,http://www.monarchwatch.org/,"adopt-a-classroom, asclepias, biology, butterflies, butterfly, butterfly garden, butterfly gardening, canada, cardenolides, caterpillar, caterpillars, chrysalis, classroom, conservation, curriculum, danaus, danaus plexippus, dplex, education, educational, elementary, fall, flight vectors, flower, flowers, garden, gardening, gardens, genetics, gulliver, gulliver's story, image, images, insect, insects, instar, instars, isotope, isotopes, k-12, kid, kids, larva, larvae, mexico, migrate, migration, milkweed, milkweeds, monarch, monarch watch, monarchs, nectar, nivosus, overwinter, overwintering site, oyamel, parasite, plexippus, pupa, pupae, rearing kit, research, roost, roosts, rosario, school, schools, science, scientist, scientists, season summary, spore, spores, spring, student, tag, tagging, tags, teacher, teachers, white monarch, white monarchs"
1580,http://www.indianamilitarymuseum.org/,No keyword given
1581,http://projecteuler.net/,"programming,mathematics,problems,puzzles"
1582,http://spirit95gt.tripod.com/music.html,No keyword given
1583,http://www.guitarsnotguns.org/,No keyword given
1584,http://www.anapsid.org/,No keyword given
1585,http://www.endangeredearth.com/,No keyword given
1586,http://www.ultimatecitrus.com/Story/oj_story.html,"FCOJ,Orange Juice,citrus,citrus,citrus,oranges,orange juice,juice,OJ,grove,Florida,grapefruit,tangerines,FCOJ,futures,weather,story"
1587,http://australianmuseum.net.au/Feral-Pigeon/,No keyword given
1588,http://www.planning.org/kidsandcommunity/,No keyword given
1589,http://tolweb.org/treehouses/?treehouse_id=3390,No keyword given
1590,http://www.badgerland.co.uk/,"Badger, Badgers, Brock, Meles, Pate, Bawson, Badgerland, Eurasian, Mammals, Mustelids, Carnivores, European, Boars, Sows, Cubs, Sets, Setts, Cete, Clans, Animals, Nature, Wildlife, Environment, Education, Protection, Help, Buy, Purchase, Recommended, Reviews, Books, DVDs, Shops, Ask An Expert"
1591,http://www.bbc.co.uk/timelines/zwwgcdm,No keyword given
1592,http://www.defenders.org/pygmy-owl/basic-facts,No keyword given
1593,http://www.kidinfo.com/schoolsubjects.html,No keyword given
1594,http://homeworkspot.com/,No keyword given
1595,http://americanhistory.si.edu/subs/index.html,No keyword given
1596,http://www.ibiblio.org/team/fun/birthday/,No keyword given
1597,http://www.cyberbullying.ca/,No keyword given
1598,http://extension.illinois.edu/treehouse/,No keyword given
1599,http://mudgee.airleague.com.au/,No keyword given
1600,http://www.downeastdancestudio.com/,No keyword given
1601,http://www.leemar.com/,"camp lee mar in pa, camp lee mar in Pennsylvania, camps for kids with williams syndrome, camps for kids with downs syndrome, camps for kids with autism, camps for kids with aspergers, camps for children with williams syndrome, camps for children with down"
1602,http://www.syvum.com/family/,"syvum, syvumbook, kids, education, children, teaching, software, educational software, learning, teens, word power, recipes, women, fun, quiz, brain teasers, sobriquets"
1603,http://www.elitedanceacademy.net/,No keyword given
1604,http://www.zoobuh.com/,"Email Kids, Safe Email Kids, Email Children, Email Teens, Internet Safety, anti-bully, anti-bullying, spam-free, spam free, 100% safe, parental control, supervised, filtered, anti spam, anti-spam, parenting, Parents, Kids, kid chat, chat, Children, Families, email for kids, email for children, monitoring, bully and predator alert filter, filtering, filters, guard, watch"
1605,http://www.hiraeth.com/ytg/,No keyword given
1606,http://www.blackgirlscode.com/,"Technology training for girls, diversity learning, Social Entrepreneurship in San Francisco, Diversity, underrepresented youth, ruby training for kids, games for change, technology in the classroom, diversity and technology, women of color in technology,"
1607,http://www.factmonster.com/encyclopedia/society/adoption.html,No keyword given
1608,http://en.wikipedia.org/wiki/Musical_instrument,No keyword given
1609,http://www.maritime.org/pamphome.htm,No keyword given
1610,http://www.classicbookshelf.com/library/,"read,books,online,library,free,electronic,ebooks,readable,etexts,classic,literature,english,reader,reading,software,large,print,Aesop,Alcott,Louisa,May,Andersen,Hans,Christian,Anderson,Sherwood,Austen,Jane,Bacon,Francis,Baum,Frank,Blake,William,Bronte,Anne,Charlotte,Emily,Bunyan,John,Burnett,Hodgson,Carroll,Lewis,Cervantes,Miguel,Childers,Erskine,Chopin,Kate,Coleridge,Samuel,Taylor,Conrad,Joseph,Cooper,James,Fenimore,Defoe,Daniel,Dickens,Charles,Dostoevsky,Fyodor,Doyle,Arthur,Conan,Dumas,Alexandre,Eliot,George,Flaubert,Gustave,Grahame,Kenneth,Hardy,Thomas,Homer,Hughes,Hugo,Victor,Jerome,Kingsley,Lawrence,Leroux,Gaston,Lofting,Hugh,Montgomery,Lucy,Maud,Nesbit,Omar,Khayyam,Poe,Edgar,Allan,Rostand,Edmond,Scott,Walter,Sewell,Anna,Shakespeare,Shelley,Mary,Wollstonecraft,Spyri,Johanna,Stevenson,Robert,Louis,Stoker,Bram,Stowe,Harriet,Beecher,Swift,Jonathan,Tchekhov,Anton,Thoreau,Henry,David,Tolstoy,Leo,Trollope,Anthony,Twain,Mark,Verne,Jules,Wharton,Edith,Wilde,Oscar"
1611,http://www.proyouthpages.com/,pro youth pages teenagers teens children kids children's rights prejudice ageism age limits progressive politics stereotype child visitation community service
1612,http://www.holidays.net/mlk/holiday.htm,No keyword given
1613,http://abc.planet-typography.com/classic/baskerville.html,"baskerville,type,typeface,typo,typography,print,printing,design,graphic,typographer,designer,book,font,truetype,baskerville,type,typeface,typo,typography,print,printing,design,graphic,typographer,designer,book,font,truetype,baskerville,type,typeface,typo,typography,print,printing,design,graphic,typographer,designer,book,font,truetype,baskerville,type,typeface,typo,typography,print,printing,design,graphic,typographer,designer,book,font,truetype,baskerville,type,typeface,typo,typography,print,printing,design,graphic,typographer,designer,book,font,truetype,baskerville,type,typeface,typo,typography,print,printing,design,graphic,typographer,designer,book,font,truetype"
1614,http://tympanus.net/Development/SidebarTransitions/,"transition, off-canvas, navigation, effect, 3d, css3, smooth"
1615,http://www.greektheatre.gr/,"language,foreign,conversation"
1616,http://www.nineplanets.org/luna.html,
1617,http://www.lsa.umich.edu/kelsey/,
1618,http://www.crunchzilla.com/,No keyword given
1619,http://www.soest.hawaii.edu/GG/ASK/askanerd.html,No keyword given
1620,http://www.weatherwizkids.com/weather-wind.htm,No keyword given
1621,http://www.bobspixels.com/kaibab.org/geology/gc_geol.htm,"grand canyon, Grand Canyon, GRAND CANYON, national park, National Park, NATIONAL PARK, grand canyon national park, Grand Canyon National Park, GRAND CANYON NATIONAL PARK, the geology of the grand canyon, The Geology of the Grand Canyon, THE GEOLOGY OF THE GRAND CANYON"
1622,http://www.physicscentral.com/,No keyword given
1623,http://australianmuseum.net.au/Australias-extinct-animals,No keyword given
1624,http://www.unmuseum.org/dinobront.htm,No keyword given
1625,http://weather.cod.edu/sirvatka/ts.html,No keyword given
1626,http://kidshealth.org/en/teens/coping-alcoholic.html,"alcohol problems, alcoholism, my mom is an alcoholic, my dad is an alcoholic, mom drinks too much, dad drinks too much, drink, drinking, drinking problems, booze, substance abuse, addictions, family problems, family secrets, how can i help my mom or dad, denial, divorce, dealing with depression, alcoholics anonymous, alateen, abuse"
1627,http://www.rspb.org.uk/discoverandenjoynature/discoverandlearn/birdguide/name/s/shortearedowl/,No keyword given
1628,http://eo.ucar.edu/basics/wx_2_c.html,No keyword given
1629,http://www.pbs.org/wgbh/nova/avalanche/elements.html,No keyword given
1630,http://people.howstuffworks.com/culture-traditions/holidays-other/question459.htm,No keyword given
1631,http://unmuseum.mus.pa.us/exmoon.htm,No keyword given
1632,http://www.mfa.org/,No keyword given
1633,http://www.fromthetop.org/,No keyword given
1634,http://www.pbs.org/wnet/soundandfury/,No keyword given
1635,http://worldwildlife.org/species,No keyword given
1636,http://www.pbs.org/ktca/farmhouses/,"agriculture,farm,literature,poetry,history"
1637,http://www.pbs.org/gene/,No keyword given
1638,http://www.pbs.org/wgbh/buildingbig/,"David Macaulay,Macauley,MacCaulay,McCaulay,bridges,domes,skyscrapers,dams,tunnels,engineering,architecture,Brooklyn Bridge,Golden Gate Bridge,US Capitol Building,Empire State Building,Chrysler Building,Hoover Dam,Holland Tunnel,The Way Things Work,construction,civil engineering,structural engineering,iron,concrete,building"
1639,http://butterflywebsite.com/,No keyword given
1640,http://www.eyewitnesstohistory.com/auto.htm,"Alice Ramsey, Heath, Vanderbilt, Auto Racing"
1641,http://www.arkive.org/nankeen-kestrel/falco-cenchroides/#src=portletV3api,No keyword given
1642,http://www.cs.yale.edu/homes/tap/Files/ada-bio.html,No keyword given
1643,http://www.petaluma-marinbgc.org/,No keyword given
1646,http://www.msichicago.org/,No keyword given
1647,http://www.childrensnursery.org.uk/,No keyword given
1648,http://www.xpmath.com/,No keyword given
1649,http://allrecipes.com/Recipes/Desserts/Cookies/Main.aspx,No keyword given
1650,http://www.mos.org/,No keyword given
1651,http://www.telecommunity.org/,No keyword given
1652,http://www.grcband.org/,No keyword given
1653,http://www.astropix.com/,Astrophotography
1654,http://www.transportarchive.org.uk/,No keyword given
1655,http://australianmuseum.net.au/Crested-Pigeon/,No keyword given
1656,http://www.transitmuseumeducation.org/,"All Rio de Janeiro hotels, Rio de Janeiro Brazil hotels, Rio de Janeiro luxury hotels, cheap and budget hotels in Rio de Janeiro, Rio de Janeiro centre hotel, Rio de Janeiro airport hotel, Rio de Janeiro hotel deals, Rio de Janeiro hotel rooms and rates"
1657,http://www.slu2ggo.org/,"AdvoCare, Drum and Bugle Corps, GLBTQA, Marching Band, Travel"
1658,http://www.ljye.com/,"Latin, jazz, youth, ensemble, san, francisco, sylvia, ramirez, john calloway, arturo riera"
1659,http://www.macscouter.com/Stories/RC_Stories_Indian.asp,"Campfires, Boy Scout, Cub Scout, Venturer, Venturing, Scouting, Den, Crew, Cub Scout, Cubmaster, Advisor, Baden Powell, Knots, Ask Andy, Baloo's Bugle, Eagle Scout, Merit Badge, hiking, camping, wood badge, scout camp, Scout Leader, Scouter, Scoutmaster, Scout, Scouting, Boy Scout, Scout Leader, Troop, Pack, Roundtable"
1660,http://www.hlasek.com/,Wildlife Photo Gallery
1661,http://www.executivpro.com/music/,No keyword given
1662,http://serena9022.tripod.com/,
1663,http://www.puzzlechoice.com/,"puzzle, puzzles, game, games, online games, crosswords, online crosswords, crossword, word search, printable word search, word search puzzle, number puzzles, wordplay, brainteasers, anagrams, logic, kid, kids, printable puzzles, classic games"
1664,http://www.space.com/,No keyword given
1665,http://www.tornadosquad.com/,"Discovery Channel
Flooding
Tornado Alabama
Tornado Alley
Tornado Arkansas
Tornado Deaths
Tornado Disaster
Tornado Georgia
Tornado Illinois
Tornado Indiana
Tornado Iowa
Tornado Kansas
Tornado Kentucky
Tornado Louisiana
Tornado Minnesota
Tornado Missisippi
Tornado Missouri
Tornado Montana
Tornado Nebraska
Tornado North Carolina
Tornado North Dakota
Tornado Ohio
Tornado Oklahoma
Tornado Safety
Tornado South Dakota
Tornado South Minnesota
Tornado Tennesee
Tornado Texas
Tornado Wisconsin
Tornadoes Alabama
Tornadoes Arkansas
Tornadoes Carolina
Tornadoes Georgia
Tornadoes Illinois
Tornadoes Indiana
Tornadoes Iowa
Tornadoes Kansas
Tornadoes Kentucky
Tornadoes Louisiana
Tornadoes Minnesota
Tornadoes Missisippi
Tornadoes Missouri
Tornadoes Montana
Tornadoes Nebraska
Tornadoes North Carolina
Tornadoes North Dakota
Tornadoes Ohio
Tornadoes Oklahoma
Tornadoes South Dakota
Tornadoes South Minnesota
Tornadoes Tennesee
Tornadoes Texas
Tornadoes Wisconsin
storm chasers
tornado
tornado photos
tornado pictures
tornado videos
tornadoes
"
1666,http://www.smv.org/,No keyword given
1667,http://www.americangirl.com/play/,"games for girls, free online games, fun games for girls, online girls games, free girls games, free online girls games, games, Play at American Girl, Fun for girls, American Girl games, American Girl activities, quizzes, e-cards, ecards, crafts, crafts for girls,  express yourself,  books, books for girls, magazine, magazine for girls, safe, educational, simulation games, cartoon games"
1668,http://www.blueplanetbiomes.org/rainforest.htm,"Blueplanetbiomes,Biomes,Animals,Plants,Climates,World Biomes,World,Planet,Rainforest Biome"
1669,http://www.nhm.ac.uk/discover/dino-directory/parasaurolophus.html,
1670,http://www.childrensbooksequels.co.uk/,No keyword given
1671,http://www.windows2universe.org/mythology/stars.html,No keyword given
1672,http://www.oytdance.com/,"Academy, Acro, Ballet, Contemporary, Funk, Grove, Hip, Hop, Jazz, Lincolnshire, Long, Lyrical, Modern, Of, On"
1673,http://www.philamuseum.org/,"Philadelphia Museum of Art,Philadelphia,Museum of Art,Museum,Art,Benjamin Franklin Parkway,Ben Franklin Parkway,Parkway,PA"
1674,http://www.artsalive.ca/en/eth/,No keyword given
1675,http://www.sendmyfriend.org/,No keyword given
1676,http://www.wingspan.co.nz/birds_of_prey_new_zealand_falcon.html,No keyword given
1677,http://happygold.com/kidspark/,"Japanese pen pals,pen pals,pen pal,pen pals,Japan,pen pal,japan,internet friends, make friends overseas, penpals, Kids Park Japan, kids,Japanese,pen pals,key pals,email pals,friends,elementary school,education,elementary,k12,pokemon,digimon,children,Japanese animations,Japanese education,manga,Japanese food,kid, kids, Japan, penpal, friend, game, japanese penpal, japanese friend, penpal from japan, penpal in japan, pen-pal, e-pal, keypal, email pal, e-mail penpal, foreign pen pals, friendship, japanese culture, japanese penpals, japan, penpal, penpals, e-pal, e-friend, e-mail, email penpals, email, penfriends, pen pal, girls, guys, free penpal, Japanese culture, Japan, cultural, popular, traditional, food, art, language, animation, comics, manga, festivals,lessons, pop, japanese, nippon, nihon, culture, penpals, japanese email pals,key pals, japanese kids"
1678,http://family.disney.com/recipes,No keyword given
1679,http://www.factmonster.com/homework/hwscience.html,No keyword given
1680,http://www.pbs.org/itvs/testofcourage/,No keyword given
1681,http://www.pbs.org/firstyear/,No keyword given
1682,http://www.eduweb.com/amazon.html,No keyword given
1683,http://nmmusd.org/,No keyword given
1684,http://www.britishmuseum.org/,"The British Museum, London, Britain, World, Egypt, Asia, Greece, Roman, Africa, Oceania, Americas, Prehistory, Europe, Prints, Drawings, Coins, Medals, Free, visiting, 1753, research, collection, objects, Parthenon, Rosetta, mummies, Anglo-Saxon, Viking, shunga, colombia, gold,"
1685,http://movies.disney.com/the-cheetah-girls-2,No keyword given
1686,http://openclassroom.stanford.edu/MainFolder/HomePage.php,No keyword given
1687,http://www.math.com/,"math, fractions, homework, pi, mathematician, fraction, algebra, geometry, number, numbers, equation, equations, math anxiety, homeschool math, math problems, math games, mental math, math puzzles, decimal, percent, mathematics, math magic, mathmagic, math homework, pre-algebra, converter, convert, prime number, ratio, probability, statistics, calculate, calculator, statistic, calculus, circle, trigonometry, tessellation, tesellation, tesselation, teselation, fractal, fractol, word problems, word problem, Pythagorean Theorem, multiply, divide, division, multiplication, quadratic, square, circle, triangle, trapezoid, polygon, solve, formula, area, perimeter, volume, unit, unit conversion, conversion, measure, measurement, change units, math resources, math history, mathematical, maths, maths problem, maths problems, converting, calculating"
1688,http://www.noelladesigns.com/,"printables,christmas printables,free christmas printables,activities,bingo,cards,children,Christmas,christmas,clipart,clip art,coloring,decorations,free,games,kids,party,playing cards,recipes,song lyrics,template"
1689,http://www.papersnowflakes.com/,No keyword given
1690,http://www.campkindle.org/,No keyword given
1691,http://www.boggycreek.org/,No keyword given
1692,http://www.seasky.org/,"sea, sky, seasky, seasky.org, ocean, oceans, space, universe, cosmos, solar system, planets, stars, galaxies, celestial objects, astronomy, amateur astronomy, astronomy calendar, reef, reef life, fish, crustaceans, mollusks, deep sea, deep sea life, aquarium, reef aquarium"
1693,http://www.redtedart.com/2011/11/01/christmas-crafts-ideas-kids-decorations/,No keyword given
1694,http://jsforcats.com/,No keyword given
1695,http://www.scottishfootballmuseum.org.uk/,No keyword given
1696,http://ec.gc.ca/meteoaloeil-skywatchers/,"Department of the Environment,News Releases,Media Advisories,Speeches,Statements,Backgrounders"
1697,http://animaldiversity.org/,No keyword given
